line,priority,category,current,action,target,revised_status,revised_instruction
765,high,activity_heading,#### Rebuild the Disjointed Model (D1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
776,high,student_response_placeholder_label,**Draft Here**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.,NORMALIZE_PLACEHOLDER,Normalize placeholder wording and optionally wrap in placeholder Div. Preserve placeholder token.
779,high,activity_heading,#### Reorganise and Rewrite (D5),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
791,high,transfer_reminder_callout,> **Transfer reminder:** Do not just put the sentences into a correct order. Build a paragraph that moves the reader forward from topic to detail to action or implication.,Convert to semantic transfer reminder,`transfer-reminder`: application/transfer prompt. Use orange/amber accent.,CONVERT_TO_LEARN_DIV,"Replace blockquote/bold note with a Learn semantic Div subtype: learn-process, learn-language, learn-principle, learn-transfer, learn-teaching, or learn-note."
798,high,student_response_placeholder_label,**Draft Here**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.,NORMALIZE_PLACEHOLDER,Normalize placeholder wording and optionally wrap in placeholder Div. Preserve placeholder token.
803,high,activity_heading,#### Scenario-Based Free Write (E1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
816,high,student_response_placeholder_label,**Draft Here**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.,NORMALIZE_PLACEHOLDER,Normalize placeholder wording and optionally wrap in placeholder Div. Preserve placeholder token.
821,high,activity_heading,#### Guided Peer Review (F1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
828,high,activity_heading,#### Self-Editing Checklist (F3),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
842,high,activity_heading,#### Editing Exercise (G1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
855,high,student_response_placeholder_label,**Write Your Revised Version**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.,NORMALIZE_PLACEHOLDER,Normalize placeholder wording and optionally wrap in placeholder Div. Preserve placeholder token.
860,high,activity_heading,#### Homework Writing Task (H3),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
873,high,student_response_placeholder_label,**Homework Draft**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.,NORMALIZE_PLACEHOLDER,Normalize placeholder wording and optionally wrap in placeholder Div. Preserve placeholder token.
876,high,activity_heading,#### Extension Task (H1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
912,high,activity_heading,#### Problem Identification (A2),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
928,high,activity_heading,#### Compare Two Versions (B1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
